Model,Feature Group,Batch Size,Patience,Epochs,Learning Rate,Monitor Metric,Test Accuracy
DNN-7,plp,64,3,100,0.0001,val_accuracy,0.2083333283662796
DNN-0,jitter,128,10,50,0.0001,val_accuracy,0.2083333283662796
DNN-5,total_energy,128,5,100,0.0001,val_accuracy,0.2083333283662796
DNN-5,pitch_variation,64,10,50,0.0005,val_accuracy,0.2083333283662796
DNN-0,jitter,128,5,50,0.0005,val_accuracy,0.2013888955116272
DNN-6,plp,128,10,50,0.001,val_accuracy,0.2013888955116272
DNN-2,jitter,128,5,100,0.0001,val_accuracy,0.2013888955116272
DNN-2,jitter,128,5,50,0.0001,val_accuracy,0.2013888955116272
DNN-7,plp,128,3,100,0.001,val_accuracy,0.2013888955116272
DNN-7,plp,128,10,50,0.001,val_accuracy,0.2013888955116272
DNN-7,pitch_variation,128,3,50,0.001,val_accuracy,0.2013888955116272
DNN-2,jitter,64,10,100,0.0001,val_accuracy,0.2013888955116272
DNN-8,intonation,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-0,jitter,128,3,100,0.001,val_accuracy,0.2013888955116272
DNN-7,zcr,128,3,50,0.001,val_accuracy,0.2013888955116272
DNN-0,jitter,128,10,50,0.0005,val_accuracy,0.2013888955116272
DNN-2,total_energy,64,5,50,0.001,val_accuracy,0.2013888955116272
DNN-0,jitter,64,10,50,0.0001,val_accuracy,0.2013888955116272
DNN-7,spectral_centroid,64,10,100,0.001,val_accuracy,0.2013888955116272
DNN-6,plp,64,10,50,0.001,val_accuracy,0.2013888955116272
DNN-8,intonation,64,5,50,0.0001,val_accuracy,0.2013888955116272
DNN-7,jitter,64,3,100,0.001,val_accuracy,0.2013888955116272
DNN-2,intonation,128,3,100,0.001,val_accuracy,0.2013888955116272
DNN-7,jitter,64,5,100,0.001,val_accuracy,0.2013888955116272
DNN-1,total_energy,64,5,100,0.001,val_accuracy,0.2013888955116272
DNN-6,plp,128,3,100,0.001,val_accuracy,0.2013888955116272
DNN-4,total_energy,128,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-5,hnr,64,5,50,0.0005,val_accuracy,0.2013888955116272
DNN-7,mean_pitch,64,5,50,0.0001,val_accuracy,0.2013888955116272
DNN-0,mean_pitch,128,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-0,mean_pitch,128,5,100,0.001,val_accuracy,0.2013888955116272
DNN-0,logmel,64,10,50,0.001,val_accuracy,0.2013888955116272
DNN-7,jitter,64,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-5,intonation,128,5,100,0.0005,val_accuracy,0.2013888955116272
DNN-7,speech_emphasis,128,5,100,0.0001,val_accuracy,0.2013888955116272
DNN-7,speech_emphasis,128,5,50,0.0005,val_accuracy,0.2013888955116272
DNN-7,spectral_rolloff,64,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-7,spectral_rolloff,64,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-3,intonation,128,3,50,0.001,val_accuracy,0.2013888955116272
DNN-1,pitch_variation,64,5,50,0.0005,val_accuracy,0.2013888955116272
DNN-1,plp,128,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-8,speech_emphasis,128,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-4,jitter,128,10,100,0.001,val_accuracy,0.2013888955116272
DNN-8,jitter,128,10,50,0.001,val_accuracy,0.2013888955116272
DNN-7,spectral_rolloff,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-2,intonation,128,5,100,0.0005,val_accuracy,0.2013888955116272
DNN-3,zcr,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-0,pitch_variation,64,3,100,0.001,val_accuracy,0.2013888955116272
DNN-1,pitch_variation,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-4,spectral_centroid,128,10,50,0.0005,val_accuracy,0.2013888955116272
DNN-4,spectral_centroid,128,10,50,0.001,val_accuracy,0.2013888955116272
DNN-7,spectral_rolloff,64,10,100,0.0001,val_accuracy,0.2013888955116272
DNN-7,spectral_contrast,64,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-5,hnr,64,3,100,0.001,val_accuracy,0.2013888955116272
DNN-4,jitter,128,10,50,0.001,val_accuracy,0.2013888955116272
DNN-8,total_energy,128,3,50,0.001,val_accuracy,0.2013888955116272
DNN-5,hnr,128,10,50,0.001,val_accuracy,0.2013888955116272
DNN-0,spectral_centroid,64,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-0,spectral_rolloff,64,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-4,spectral_rolloff,64,10,50,0.0005,val_accuracy,0.2013888955116272
DNN-4,spectral_centroid,128,10,50,0.0001,val_accuracy,0.2013888955116272
DNN-0,spectral_centroid,64,5,50,0.001,val_accuracy,0.2013888955116272
DNN-0,spectral_centroid,128,10,100,0.0005,val_accuracy,0.2013888955116272
DNN-6,mean_pitch,128,10,50,0.0005,val_accuracy,0.2013888955116272
DNN-4,spectral_rolloff,64,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-4,plp,64,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-4,plp,64,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-1,mean_pitch,128,3,50,0.0005,val_accuracy,0.2013888955116272
DNN-4,jitter,64,5,100,0.001,val_accuracy,0.2013888955116272
DNN-4,jitter,64,5,50,0.001,val_accuracy,0.2013888955116272
DNN-1,mean_pitch,128,10,50,0.0001,val_accuracy,0.2013888955116272
DNN-2,pitch_variation,64,5,100,0.001,val_accuracy,0.2013888955116272
DNN-7,mean_pitch,128,3,50,0.0005,val_accuracy,0.2013888955116272
DNN-7,mean_pitch,128,5,100,0.0001,val_accuracy,0.2013888955116272
DNN-4,chroma,128,5,50,0.0005,val_accuracy,0.2013888955116272
DNN-1,pitch_variation,64,10,50,0.001,val_accuracy,0.2013888955116272
DNN-1,pitch_variation,64,5,100,0.0005,val_accuracy,0.2013888955116272
DNN-4,spectral_centroid,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-4,plp,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-4,spectral_centroid,64,10,50,0.0001,val_accuracy,0.2013888955116272
DNN-4,spectral_centroid,64,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-0,spectral_rolloff,128,10,100,0.0005,val_accuracy,0.2013888955116272
DNN-1,pitch_variation,128,5,50,0.001,val_accuracy,0.2013888955116272
DNN-1,pitch_variation,64,10,100,0.0005,val_accuracy,0.2013888955116272
DNN-1,shimmer,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-2,pitch_variation,64,3,100,0.001,val_accuracy,0.2013888955116272
DNN-7,chroma,64,5,50,0.0001,val_accuracy,0.2013888955116272
DNN-3,jitter,128,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-4,mean_pitch,128,3,100,0.001,val_accuracy,0.2013888955116272
DNN-4,mean_pitch,64,5,100,0.0005,val_accuracy,0.2013888955116272
DNN-0,plp,64,10,100,0.001,val_accuracy,0.2013888955116272
DNN-3,pitch_variation,64,5,50,0.0005,val_accuracy,0.2013888955116272
DNN-2,intonation,128,10,50,0.001,val_accuracy,0.2013888955116272
DNN-9,intonation,128,5,100,0.0001,val_accuracy,0.2013888955116272
DNN-6,jitter,128,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-0,mean_pitch,128,5,50,0.001,val_accuracy,0.2013888955116272
DNN-0,mean_pitch,64,10,100,0.001,val_accuracy,0.2013888955116272
DNN-8,hnr,128,10,50,0.001,val_accuracy,0.2013888955116272
DNN-2,plp,64,5,100,0.0001,val_accuracy,0.2013888955116272
DNN-2,jitter,128,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-2,jitter,128,10,50,0.0001,val_accuracy,0.2013888955116272
DNN-4,energy_variation,128,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-8,plp,128,3,50,0.001,val_accuracy,0.2013888955116272
DNN-7,mean_pitch,64,3,100,0.001,val_accuracy,0.2013888955116272
DNN-6,spectral_rolloff,64,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-7,shimmer,128,10,100,0.0001,val_accuracy,0.2013888955116272
DNN-3,mean_pitch,128,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-9,spectral_centroid,128,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-6,hnr,128,3,50,0.001,val_accuracy,0.2013888955116272
DNN-0,plp,128,10,100,0.001,val_accuracy,0.2013888955116272
DNN-6,jitter,128,10,100,0.0001,val_accuracy,0.2013888955116272
DNN-6,intonation,64,10,50,0.001,val_accuracy,0.2013888955116272
DNN-5,intonation,64,3,100,0.0001,val_accuracy,0.2013888955116272
DNN-3,plp,64,10,50,0.0005,val_accuracy,0.2013888955116272
DNN-2,intonation,64,3,50,0.001,val_accuracy,0.2013888955116272
DNN-3,pitch_variation,64,10,50,0.0001,val_accuracy,0.2013888955116272
DNN-2,spectral_rolloff,64,3,50,0.0001,val_accuracy,0.2013888955116272
DNN-4,plp,128,3,50,0.001,val_accuracy,0.2013888955116272
DNN-9,intonation,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-0,jitter,64,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-0,jitter,64,3,100,0.001,val_accuracy,0.2013888955116272
DNN-0,jitter,128,5,100,0.001,val_accuracy,0.2013888955116272
DNN-3,pitch_variation,128,5,100,0.0005,val_accuracy,0.2013888955116272
DNN-7,pitch_variation,128,3,100,0.0005,val_accuracy,0.2013888955116272
DNN-5,spectral_rolloff,128,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-2,mean_pitch,128,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-5,total_energy,128,5,100,0.0005,val_accuracy,0.1944444477558136
DNN-7,plp,64,10,100,0.0001,val_accuracy,0.1944444477558136
DNN-2,jitter,64,10,50,0.0001,val_accuracy,0.1944444477558136
DNN-4,total_energy,128,10,50,0.0001,val_accuracy,0.1944444477558136
DNN-7,zcr,128,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-7,zcr,128,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-0,jitter,64,10,100,0.001,val_accuracy,0.1944444477558136
DNN-0,intonation,64,5,50,0.001,val_accuracy,0.1944444477558136
DNN-2,jitter,64,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-4,zcr,64,10,100,0.0001,val_accuracy,0.1944444477558136
DNN-9,pitch_variation,128,10,100,0.001,val_accuracy,0.1944444477558136
DNN-9,hnr,128,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-9,hnr,128,5,50,0.0005,val_accuracy,0.1944444477558136
DNN-6,spectral_centroid,128,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-6,spectral_centroid,64,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-4,pitch_variation,128,5,50,0.001,val_accuracy,0.1944444477558136
DNN-9,hnr,64,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-5,pitch_variation,128,10,100,0.0001,val_accuracy,0.1944444477558136
DNN-8,pitch_variation,64,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-5,intonation,64,5,50,0.001,val_accuracy,0.1944444477558136
DNN-6,intonation,64,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-6,intonation,64,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-5,intonation,64,10,50,0.0001,val_accuracy,0.1944444477558136
DNN-6,spectral_rolloff,64,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-7,spectral_centroid,128,10,100,0.0005,val_accuracy,0.1944444477558136
DNN-7,spectral_centroid,128,10,50,0.0001,val_accuracy,0.1944444477558136
DNN-7,spectral_centroid,128,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-1,intonation,64,10,100,0.001,val_accuracy,0.1944444477558136
DNN-1,intonation,64,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-1,intonation,64,10,50,0.001,val_accuracy,0.1944444477558136
DNN-1,intonation,64,3,100,0.0005,val_accuracy,0.1944444477558136
DNN-1,intonation,128,5,50,0.001,val_accuracy,0.1944444477558136
DNN-4,mean_pitch,64,3,100,0.001,val_accuracy,0.1944444477558136
DNN-3,intonation,64,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-6,hnr,128,5,100,0.001,val_accuracy,0.1944444477558136
DNN-7,chroma,64,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-3,spectral_centroid,128,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-8,plp,128,5,100,0.0005,val_accuracy,0.1944444477558136
DNN-7,mean_pitch,64,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-0,mean_pitch,128,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-0,mean_pitch,64,10,50,0.0001,val_accuracy,0.1944444477558136
DNN-6,intonation,128,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-6,intonation,128,5,50,0.001,val_accuracy,0.1944444477558136
DNN-6,intonation,128,10,50,0.001,val_accuracy,0.1944444477558136
DNN-6,hnr,64,5,100,0.0005,val_accuracy,0.1944444477558136
DNN-6,intonation,128,10,100,0.0005,val_accuracy,0.1944444477558136
DNN-1,intonation,64,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-1,intonation,64,5,100,0.0005,val_accuracy,0.1944444477558136
DNN-3,plp,128,10,100,0.001,val_accuracy,0.1944444477558136
DNN-3,spectral_rolloff,128,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-4,plp,128,5,100,0.001,val_accuracy,0.1944444477558136
DNN-9,intonation,128,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-4,spectral_centroid,64,5,100,0.0001,val_accuracy,0.1944444477558136
DNN-3,jitter,64,3,100,0.0005,val_accuracy,0.1944444477558136
DNN-3,jitter,128,10,50,0.001,val_accuracy,0.1944444477558136
DNN-4,mean_pitch,64,5,50,0.001,val_accuracy,0.1944444477558136
DNN-1,pitch_variation,64,10,50,0.0001,val_accuracy,0.1944444477558136
DNN-1,shimmer,128,3,50,0.001,val_accuracy,0.1944444477558136
DNN-7,total_energy,128,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-7,total_energy,128,10,50,0.001,val_accuracy,0.1944444477558136
DNN-4,plp,128,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-4,pitch_variation,64,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-0,spectral_centroid,64,5,50,0.0005,val_accuracy,0.1944444477558136
DNN-3,mean_pitch,128,10,50,0.0001,val_accuracy,0.1944444477558136
DNN-1,pitch_variation,64,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-1,pitch_variation,64,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-4,jitter,64,5,100,0.0001,val_accuracy,0.1944444477558136
DNN-8,mean_pitch,128,5,100,0.0005,val_accuracy,0.1944444477558136
DNN-2,pitch_variation,64,5,100,0.0005,val_accuracy,0.1944444477558136
DNN-6,jitter,64,5,50,0.0005,val_accuracy,0.1944444477558136
DNN-5,jitter,128,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-6,mean_pitch,128,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-0,spectral_centroid,64,10,100,0.0001,val_accuracy,0.1944444477558136
DNN-4,spectral_centroid,64,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-4,jitter,128,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-4,jitter,128,5,50,0.0005,val_accuracy,0.1944444477558136
DNN-8,total_energy,128,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-1,pitch_variation,128,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-1,mean_pitch,64,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-4,jitter,128,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-5,hnr,128,5,50,0.0005,val_accuracy,0.1944444477558136
DNN-5,hnr,64,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-8,jitter,128,3,50,0.001,val_accuracy,0.1944444477558136
DNN-0,spectral_centroid,64,5,100,0.0005,val_accuracy,0.1944444477558136
DNN-0,spectral_centroid,64,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-0,spectral_centroid,64,5,100,0.0001,val_accuracy,0.1944444477558136
DNN-1,pitch_variation,128,10,100,0.0005,val_accuracy,0.1944444477558136
DNN-4,jitter,64,10,100,0.001,val_accuracy,0.1944444477558136
DNN-4,jitter,64,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-8,intonation,64,5,50,0.001,val_accuracy,0.1944444477558136
DNN-8,jitter,128,10,100,0.001,val_accuracy,0.1944444477558136
DNN-7,mean_pitch,128,10,100,0.0005,val_accuracy,0.1944444477558136
DNN-3,zcr,128,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-3,intonation,128,10,100,0.0005,val_accuracy,0.1944444477558136
DNN-0,zcr,64,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-4,intonation,128,3,50,0.001,val_accuracy,0.1944444477558136
DNN-7,spectral_rolloff,64,5,50,0.0005,val_accuracy,0.1944444477558136
DNN-3,intonation,128,3,100,0.001,val_accuracy,0.1944444477558136
DNN-3,intonation,128,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-5,mean_pitch,128,3,50,0.001,val_accuracy,0.1944444477558136
DNN-0,mean_pitch,128,10,100,0.001,val_accuracy,0.1944444477558136
DNN-0,logmel,128,3,100,0.001,val_accuracy,0.1944444477558136
DNN-3,pitch_variation,64,10,50,0.001,val_accuracy,0.1944444477558136
DNN-6,pitch_variation,128,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-1,energy_variation,128,3,100,0.0005,val_accuracy,0.1944444477558136
DNN-6,plp,128,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-4,total_energy,128,3,50,0.0005,val_accuracy,0.1944444477558136
DNN-1,total_energy,64,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-7,jitter,128,10,50,0.001,val_accuracy,0.1944444477558136
DNN-3,mean_pitch,64,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-3,mean_pitch,128,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-6,plp,64,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-1,hnr,128,10,50,0.0005,val_accuracy,0.1944444477558136
DNN-1,intonation,128,10,50,0.001,val_accuracy,0.1944444477558136
DNN-4,speech_emphasis,64,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-8,intonation,64,10,100,0.001,val_accuracy,0.1944444477558136
DNN-8,intonation,128,5,50,0.001,val_accuracy,0.1944444477558136
DNN-6,pitch_variation,64,10,100,0.0001,val_accuracy,0.1944444477558136
DNN-8,pitch_variation,128,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-0,jitter,64,10,100,0.0005,val_accuracy,0.1944444477558136
DNN-4,zcr,128,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-5,plp,64,10,50,0.001,val_accuracy,0.1944444477558136
DNN-7,plp,128,10,100,0.001,val_accuracy,0.1944444477558136
DNN-2,jitter,64,5,100,0.0001,val_accuracy,0.1944444477558136
DNN-0,jitter,64,5,100,0.0001,val_accuracy,0.1944444477558136
DNN-0,jitter,64,5,50,0.0001,val_accuracy,0.1944444477558136
DNN-0,jitter,64,3,50,0.0001,val_accuracy,0.1944444477558136
DNN-0,jitter,128,10,100,0.001,val_accuracy,0.1944444477558136
DNN-2,mean_pitch,128,5,100,0.0001,val_accuracy,0.1944444477558136
DNN-1,intonation,64,5,50,0.001,val_accuracy,0.1944444477558136
DNN-1,jitter,128,3,100,0.0001,val_accuracy,0.1944444477558136
DNN-5,pitch_variation,64,10,100,0.001,val_accuracy,0.1875
DNN-5,plp,64,10,50,0.0005,val_accuracy,0.1875
DNN-0,hnr,64,3,100,0.0005,val_accuracy,0.1875
DNN-5,total_energy,128,3,100,0.0001,val_accuracy,0.1875
DNN-4,energy_variation,128,10,100,0.0001,val_accuracy,0.1875
DNN-0,logmel,64,3,50,0.0005,val_accuracy,0.1875
DNN-7,pitch_variation,64,5,50,0.0005,val_accuracy,0.1875
DNN-8,pitch_variation,128,10,100,0.0001,val_accuracy,0.1875
DNN-5,mean_pitch,128,3,100,0.0005,val_accuracy,0.1875
DNN-2,plp,64,5,100,0.001,val_accuracy,0.1875
DNN-8,hnr,128,10,100,0.0001,val_accuracy,0.1875
DNN-8,hnr,128,3,100,0.0005,val_accuracy,0.1875
DNN-3,intonation,64,10,100,0.0005,val_accuracy,0.1875
DNN-6,hnr,64,5,100,0.001,val_accuracy,0.1875
DNN-8,hnr,64,3,100,0.0005,val_accuracy,0.1875
DNN-4,mean_pitch,64,3,50,0.0001,val_accuracy,0.1875
DNN-3,intonation,128,5,50,0.001,val_accuracy,0.1875
DNN-3,jitter,64,10,50,0.0005,val_accuracy,0.1875
DNN-2,intonation,64,3,100,0.0001,val_accuracy,0.1875
DNN-2,intonation,64,3,100,0.0005,val_accuracy,0.1875
DNN-8,pitch_variation,128,3,50,0.001,val_accuracy,0.1875
DNN-2,intonation,128,5,50,0.001,val_accuracy,0.1875
DNN-0,mean_pitch,64,10,100,0.0005,val_accuracy,0.1875
DNN-5,intonation,128,10,50,0.0001,val_accuracy,0.1875
DNN-9,pitch_variation,64,10,100,0.0001,val_accuracy,0.1875
DNN-2,intonation,64,10,50,0.0001,val_accuracy,0.1875
DNN-6,pitch_variation,128,10,100,0.0005,val_accuracy,0.1875
DNN-9,pitch_variation,64,5,100,0.0005,val_accuracy,0.1875
DNN-6,pitch_variation,64,5,50,0.001,val_accuracy,0.1875
DNN-3,intonation,128,3,100,0.0005,val_accuracy,0.1875
DNN-2,pitch_variation,128,10,100,0.001,val_accuracy,0.1875
DNN-3,pitch_variation,128,10,100,0.001,val_accuracy,0.1875
DNN-3,plp,64,3,50,0.001,val_accuracy,0.1875
DNN-2,pitch_variation,128,10,50,0.001,val_accuracy,0.1875
DNN-3,mean_pitch,128,10,50,0.0005,val_accuracy,0.1875
DNN-2,pitch_variation,128,3,50,0.0005,val_accuracy,0.1875
DNN-3,pitch_variation,128,10,100,0.0001,val_accuracy,0.1875
DNN-9,hnr,64,5,50,0.0005,val_accuracy,0.1875
DNN-9,hnr,128,3,50,0.001,val_accuracy,0.1875
DNN-9,hnr,128,5,100,0.0005,val_accuracy,0.1875
DNN-1,intonation,64,3,50,0.0001,val_accuracy,0.1875
DNN-6,intonation,64,10,100,0.0005,val_accuracy,0.1875
DNN-8,pitch_variation,128,10,50,0.001,val_accuracy,0.1875
DNN-9,mean_pitch,64,10,100,0.001,val_accuracy,0.1875
DNN-0,jitter,64,5,100,0.0005,val_accuracy,0.1875
DNN-0,jitter,64,5,100,0.001,val_accuracy,0.1875
DNN-1,hnr,64,5,100,0.0001,val_accuracy,0.1875
DNN-5,hnr,128,3,50,0.0005,val_accuracy,0.1875
DNN-7,pitch_variation,64,10,50,0.001,val_accuracy,0.1875
DNN-8,pitch_variation,128,10,50,0.0005,val_accuracy,0.1875
DNN-1,mean_pitch,64,3,50,0.001,val_accuracy,0.1875
DNN-1,mean_pitch,128,5,50,0.0001,val_accuracy,0.1875
DNN-9,mean_pitch,128,3,50,0.001,val_accuracy,0.1875
DNN-4,speech_emphasis,64,10,50,0.0001,val_accuracy,0.1875
DNN-8,hnr,128,5,100,0.001,val_accuracy,0.1875
DNN-0,plp,64,3,100,0.001,val_accuracy,0.1875
DNN-2,pitch_variation,64,10,50,0.0005,val_accuracy,0.1875
DNN-9,shimmer,128,3,100,0.0001,val_accuracy,0.1875
DNN-0,pitch_variation,64,5,100,0.0005,val_accuracy,0.1875
DNN-3,pitch_variation,64,5,100,0.001,val_accuracy,0.1875
DNN-8,pitch_variation,64,3,100,0.0005,val_accuracy,0.1875
DNN-8,pitch_variation,128,5,50,0.001,val_accuracy,0.1875
DNN-5,intonation,64,10,100,0.001,val_accuracy,0.1875
DNN-1,mean_pitch,64,3,50,0.0005,val_accuracy,0.1875
DNN-4,mean_pitch,64,3,50,0.0005,val_accuracy,0.1875
DNN-4,jitter,64,5,50,0.0001,val_accuracy,0.1875
DNN-6,jitter,64,10,50,0.0001,val_accuracy,0.1875
DNN-4,spectral_centroid,64,10,50,0.0005,val_accuracy,0.1875
DNN-4,shimmer,128,3,100,0.001,val_accuracy,0.1875
DNN-6,intonation,64,5,50,0.001,val_accuracy,0.1875
DNN-6,jitter,128,10,50,0.0005,val_accuracy,0.1875
DNN-6,mean_pitch,128,3,50,0.0005,val_accuracy,0.1875
DNN-5,pitch_variation,128,3,100,0.0005,val_accuracy,0.1875
DNN-5,pitch_variation,128,3,100,0.001,val_accuracy,0.1875
DNN-6,mean_pitch,128,10,100,0.0005,val_accuracy,0.1875
DNN-9,intonation,128,5,50,0.0001,val_accuracy,0.1875
DNN-9,intonation,128,5,100,0.001,val_accuracy,0.1875
DNN-3,intonation,64,5,50,0.001,val_accuracy,0.1875
DNN-0,pitch_variation,64,3,50,0.001,val_accuracy,0.1875
DNN-6,intonation,128,3,100,0.0005,val_accuracy,0.1875
DNN-7,mean_pitch,128,5,100,0.001,val_accuracy,0.1875
DNN-7,jitter,64,10,100,0.0001,val_accuracy,0.1875
DNN-1,pitch_variation,128,10,50,0.0001,val_accuracy,0.1875
DNN-7,jitter,64,3,100,0.0001,val_accuracy,0.1875
DNN-7,mean_pitch,128,3,50,0.0001,val_accuracy,0.1875
DNN-6,pitch_variation,64,3,50,0.0005,val_accuracy,0.1875
DNN-7,jitter,128,10,100,0.001,val_accuracy,0.1875
DNN-5,hnr,128,10,100,0.0005,val_accuracy,0.1875
DNN-7,mean_pitch,128,3,50,0.001,val_accuracy,0.1875
DNN-7,mean_pitch,128,10,50,0.001,val_accuracy,0.1875
DNN-7,intonation,64,3,100,0.001,val_accuracy,0.1875
DNN-2,intonation,128,3,100,0.0001,val_accuracy,0.1875
DNN-7,jitter,64,10,50,0.001,val_accuracy,0.1875
DNN-6,hnr,64,10,100,0.0001,val_accuracy,0.1875
DNN-0,pitch_variation,128,3,50,0.001,val_accuracy,0.1875
DNN-2,hnr,128,10,50,0.0005,val_accuracy,0.1875
DNN-6,mean_pitch,128,3,100,0.0001,val_accuracy,0.1875
DNN-6,mean_pitch,128,3,50,0.0001,val_accuracy,0.1875
DNN-7,spectral_centroid,128,3,100,0.0005,val_accuracy,0.1875
DNN-3,mean_pitch,64,10,100,0.0001,val_accuracy,0.1875
DNN-3,mean_pitch,64,5,100,0.0001,val_accuracy,0.1875
DNN-8,pitch_variation,64,10,100,0.001,val_accuracy,0.1875
DNN-3,jitter,128,5,100,0.0001,val_accuracy,0.1875
DNN-3,jitter,128,5,50,0.0001,val_accuracy,0.1875
DNN-3,jitter,128,5,50,0.0005,val_accuracy,0.1875
DNN-3,mean_pitch,64,5,100,0.0005,val_accuracy,0.1875
DNN-3,mean_pitch,64,5,50,0.0005,val_accuracy,0.1875
DNN-1,pitch_variation,64,10,100,0.0001,val_accuracy,0.1875
DNN-2,hnr,64,5,100,0.0001,val_accuracy,0.1875
DNN-8,intonation,128,10,100,0.001,val_accuracy,0.1875
DNN-4,jitter,64,3,50,0.0001,val_accuracy,0.1875
DNN-8,pitch_variation,64,5,50,0.0001,val_accuracy,0.1875
DNN-6,mean_pitch,64,10,100,0.0001,val_accuracy,0.1875
DNN-6,mean_pitch,64,3,50,0.0001,val_accuracy,0.1875
DNN-5,intonation,128,3,100,0.001,val_accuracy,0.1875
DNN-6,mean_pitch,64,3,100,0.0001,val_accuracy,0.1875
DNN-5,hnr,64,3,100,0.0001,val_accuracy,0.1875
DNN-5,hnr,128,3,100,0.001,val_accuracy,0.1875
DNN-5,hnr,128,5,100,0.0005,val_accuracy,0.1875
DNN-5,intonation,128,10,50,0.0005,val_accuracy,0.1875
DNN-8,jitter,128,5,50,0.0005,val_accuracy,0.1875
DNN-4,jitter,128,3,50,0.001,val_accuracy,0.1875
